click_rate,products_purchased,profile,gender,contract_type,age,location,income_level,device_type,plan_type,churn_status,avg__monthly_spend,preferred_communication_channel,customer_satisfaction_score,duration_with_operator
-0.0058906705245572585,1.2191123342607924,1,1,0,0.4311550096242796,2.080378042025535,-1.4302633841342607,-0.005340615983242449,1,0,1.575928726170832,1.229335046193604,1.7334745376346659,943
1.2213323554248932,1.2191123342607924,1,1,0,-0.16570947695817562,-1.545707133994267,1.5034597770046771,-1.2330684282228646,0,0,0.17472953868009497,0.004470754664082804,-0.33791222764215934,183
-0.0058906705245572585,-1.2208202870957416,1,0,0,0.7627463910589769,-0.8948713331701998,0.7700289867199428,1.2223871962563797,1,0,0.8753291324254635,-1.2203935368654384,0.35255002745011577,1270
1.2213323554248932,-0.0008539764174746928,0,0,1,-1.492075002696965,-0.058082446396399305,0.03659819643520829,-1.2330684282228646,1,1,0.17472953868009497,1.229335046193604,-1.373605610280572,893
-0.0058906705245572585,-1.2208202870957416,0,0,0,0.09956362818958225,-1.0808244191199332,-1.4302633841342607,-0.005340615983242449,1,0,-0.17557025819258928,0.004470754664082804,0.6977811549962534,1427
-0.0058906705245572585,1.2191123342607924,0,0,1,0.4311550096242796,0.22084718252820085,-1.4302633841342607,-1.2330684282228646,0,0,-1.5767694456833263,1.229335046193604,1.3882434100885284,789
1.2213323554248932,-1.2208202870957416,1,1,0,0.5637915621981585,-0.058082446396399305,0.03659819643520829,-0.005340615983242449,0,0,0.5250293355527792,0.004470754664082804,0.00731889990397823,867
-0.0058906705245572585,1.2191123342607924,1,0,0,1.492247430215311,-0.801894790195333,1.5034597770046771,1.2223871962563797,0,0,0.17472953868009497,0.004470754664082804,1.3882434100885284,104
-0.0058906705245572585,-1.2208202870957416,1,0,1,0.5637915621981585,1.522518784176335,1.5034597770046771,1.2223871962563797,0,0,1.2256289292981477,1.229335046193604,0.35255002745011577,1280
-0.0058906705245572585,-1.2208202870957416,1,0,1,0.6964281147720375,2.080378042025535,0.7700289867199428,1.2223871962563797,0,1,0.17472953868009497,0.004470754664082804,-0.6831433551882968,1005
1.2213323554248932,1.2191123342607924,0,0,1,1.1606560487806137,0.499776811452801,-0.6968325938495261,1.2223871962563797,0,0,-0.17557025819258928,1.229335046193604,0.35255002745011577,1264
-0.0058906705245572585,-0.0008539764174746928,0,1,0,-1.359438450123086,-0.8948713331701998,1.5034597770046771,1.2223871962563797,1,0,-0.8761698519379578,-1.2203935368654384,0.00731889990397823,57
-0.0058906705245572585,-0.0008539764174746928,0,0,1,1.5585657065022507,-0.24403553234613276,-0.6968325938495261,-0.005340615983242449,0,0,-0.8761698519379578,-1.2203935368654384,-1.0283744827344343,111
1.2213323554248932,-1.2208202870957416,0,0,0,0.4311550096242796,-0.24403553234613276,-1.4302633841342607,1.2223871962563797,0,1,-0.17557025819258928,0.004470754664082804,-0.6831433551882968,917
1.2213323554248932,1.2191123342607924,0,0,0,-1.492075002696965,-0.4299886182958662,0.03659819643520829,-1.2330684282228646,0,0,1.2256289292981477,0.004470754664082804,1.7334745376346659,549
-0.0058906705245572585,-1.2208202870957416,1,0,1,0.9617012199197954,0.8716829833522679,0.03659819643520829,-0.005340615983242449,0,0,-1.2264696488106421,1.229335046193604,0.35255002745011577,1039
1.2213323554248932,-0.0008539764174746928,0,0,0,-0.8288922398275703,0.499776811452801,0.7700289867199428,-0.005340615983242449,1,0,1.2256289292981477,-1.2203935368654384,-1.0283744827344343,1307
1.2213323554248932,-0.0008539764174746928,0,0,1,1.2932926013544928,0.3138237255030676,-0.6968325938495261,1.2223871962563797,0,1,-1.5767694456833263,0.004470754664082804,-0.6831433551882968,1385
1.2213323554248932,-0.0008539764174746928,0,0,1,0.2322001807634612,-0.7089182472204664,0.03659819643520829,1.2223871962563797,0,0,-0.17557025819258928,-1.2203935368654384,0.6977811549962534,1245
-0.0058906705245572585,-0.0008539764174746928,0,0,1,0.4974732859112191,0.499776811452801,-1.4302633841342607,1.2223871962563797,1,1,-0.5258700550652735,-1.2203935368654384,-1.373605610280572,523
-1.2331136964740077,-1.2208202870957416,0,1,0,1.62488398278919,0.8716829833522679,-0.6968325938495261,-1.2330684282228646,0,1,-0.8761698519379578,0.004470754664082804,-1.373605610280572,501
-1.2331136964740077,1.2191123342607924,1,1,1,1.0280194962067348,1.9874014990506685,-0.6968325938495261,-0.005340615983242449,0,0,-1.5767694456833263,0.004470754664082804,0.35255002745011577,429
-1.2331136964740077,-0.0008539764174746928,0,0,0,0.5637915621981585,0.8716829833522679,1.5034597770046771,-0.005340615983242449,1,0,-0.8761698519379578,1.229335046193604,-0.33791222764215934,1066
-1.2331136964740077,-0.0008539764174746928,1,0,0,-0.9615287924014493,0.3138237255030676,1.5034597770046771,-0.005340615983242449,0,0,0.8753291324254635,-1.2203935368654384,1.3882434100885284,1298
-1.2331136964740077,1.2191123342607924,0,0,1,-0.49730085839287297,-0.058082446396399305,1.5034597770046771,1.2223871962563797,1,0,-1.2264696488106421,1.229335046193604,0.6977811549962534,1190
-1.2331136964740077,-1.2208202870957416,1,0,1,0.2322001807634612,-0.8948713331701998,-0.6968325938495261,-0.005340615983242449,1,1,-0.17557025819258928,-1.2203935368654384,-0.33791222764215934,1086
1.2213323554248932,-0.0008539764174746928,1,1,0,-1.2931201738361466,-0.8948713331701998,-0.6968325938495261,1.2223871962563797,0,1,-0.8761698519379578,0.004470754664082804,-0.6831433551882968,1163
1.2213323554248932,1.2191123342607924,0,1,1,0.29851845705040064,-0.8948713331701998,0.7700289867199428,-1.2330684282228646,0,0,0.8753291324254635,-1.2203935368654384,1.0430122825423909,853
-0.0058906705245572585,-1.2208202870957416,0,1,0,1.1606560487806137,0.8716829833522679,1.5034597770046771,-0.005340615983242449,0,1,0.5250293355527792,0.004470754664082804,-1.0283744827344343,449
1.2213323554248932,-0.0008539764174746928,1,1,1,1.5585657065022507,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,0,0.5250293355527792,0.004470754664082804,1.7334745376346659,916
1.2213323554248932,-1.2208202870957416,0,1,0,1.2269743250675533,0.499776811452801,-0.6968325938495261,1.2223871962563797,1,0,-0.5258700550652735,1.229335046193604,-1.373605610280572,254
-0.0058906705245572585,1.2191123342607924,1,0,0,-1.492075002696965,-0.6159417042455997,0.03659819643520829,-0.005340615983242449,1,0,-0.5258700550652735,1.229335046193604,1.7334745376346659,170
-0.0058906705245572585,1.2191123342607924,0,0,1,-1.1604836212622676,-0.058082446396399305,1.5034597770046771,-1.2330684282228646,0,0,0.17472953868009497,-1.2203935368654384,0.00731889990397823,54
1.2213323554248932,-0.0008539764174746928,0,1,0,-0.7625739635406309,-2.196542934818334,0.03659819643520829,-1.2330684282228646,1,0,-1.2264696488106421,0.004470754664082804,-0.6831433551882968,744
1.2213323554248932,-1.2208202870957416,0,0,1,-0.5636191346798124,0.7787064403774012,0.7700289867199428,1.2223871962563797,1,1,-0.5258700550652735,0.004470754664082804,-0.33791222764215934,990
1.2213323554248932,-0.0008539764174746928,1,0,0,-0.2983460295320546,-0.5229651612707329,-1.4302633841342607,-1.2330684282228646,1,0,0.17472953868009497,0.004470754664082804,-1.373605610280572,401
-1.2331136964740077,-1.2208202870957416,1,1,1,-0.2983460295320546,-0.24403553234613276,1.5034597770046771,-0.005340615983242449,1,1,1.2256289292981477,0.004470754664082804,-0.6831433551882968,423
-1.2331136964740077,-0.0008539764174746928,1,0,0,-0.03307292438429668,-0.058082446396399305,0.03659819643520829,1.2223871962563797,0,0,0.8753291324254635,0.004470754664082804,-0.6831433551882968,877
1.2213323554248932,-0.0008539764174746928,1,1,0,-1.359438450123086,0.8716829833522679,-1.4302633841342607,1.2223871962563797,0,1,0.8753291324254635,0.004470754664082804,-0.6831433551882968,1195
-0.0058906705245572585,1.2191123342607924,0,1,1,0.09956362818958225,-0.8948713331701998,0.7700289867199428,1.2223871962563797,0,0,-1.5767694456833263,-1.2203935368654384,-1.373605610280572,863
1.2213323554248932,-1.2208202870957416,1,1,1,1.0280194962067348,-0.8948713331701998,1.5034597770046771,-1.2330684282228646,1,0,0.5250293355527792,-1.2203935368654384,0.35255002745011577,85
1.2213323554248932,1.2191123342607924,0,0,1,1.492247430215311,-0.24403553234613276,1.5034597770046771,1.2223871962563797,1,0,-0.8761698519379578,-1.2203935368654384,1.3882434100885284,1099
-1.2331136964740077,1.2191123342607924,0,1,1,0.29851845705040064,-1.1738009620948,1.5034597770046771,-0.005340615983242449,0,0,0.8753291324254635,0.004470754664082804,-1.0283744827344343,1307
-0.0058906705245572585,-1.2208202870957416,0,0,0,-0.03307292438429668,-0.24403553234613276,0.03659819643520829,-0.005340615983242449,1,0,1.575928726170832,0.004470754664082804,0.6977811549962534,691
-1.2331136964740077,-1.2208202870957416,0,1,0,-1.5583932789839046,1.522518784176335,0.03659819643520829,-1.2330684282228646,0,1,-0.17557025819258928,-1.2203935368654384,-1.0283744827344343,697
1.2213323554248932,-1.2208202870957416,0,0,1,1.0280194962067348,0.499776811452801,0.03659819643520829,-1.2330684282228646,0,0,0.5250293355527792,1.229335046193604,-0.33791222764215934,760
-1.2331136964740077,-0.0008539764174746928,0,1,1,0.5637915621981585,1.8014484131009352,1.5034597770046771,-1.2330684282228646,1,0,0.17472953868009497,0.004470754664082804,1.0430122825423909,80
